AnimalBreed,AnimalDesexed,AnimalGender,locality
Maltese X,Y,F,KILBURN
Kelpie X,Y,M,KILBURN
German Shepherd,Y,M,ENFIELD
Bull Terrier,Y,F,ENFIELD
Maltese X,N,M,CLEARVIEW
Cavalier King Charles Spaniel,Y,F,BLAIR ATHOL
Chihuahua X,N,M,CLEARVIEW
Rottweiler X,Y,F,CLEARVIEW
Shih Tzu X,Y,F,ENFIELD
German Shepherd,Y,F,ENFIELD
Groodle,Y,F,ENFIELD
Silky Terrier,Y,F,CLEARVIEW
Labradoodle,Y,F,ENFIELD
Maltese X,Y,F,ENFIELD
Staffordshire Bull Terrier X,N,M,OAKDEN
Poodle - Miniature,Y,F,OAKDEN
Maltese Terrier X,Y,M,OAKDEN
Maltese Terrier X,Y,F,GILLES PLAINS
Cocker Spaniel,Y,F,GILLES PLAINS
Beagle,N,M,GILLES PLAINS
Border Terrier X,Y,M,SEFTON PARK
Cavalier King Charles Spaniel,Y,M,SEFTON PARK
Maltese X,Y,M,ENFIELD
Poodle X - Toy,Y,M,BROADVIEW
Rottweiler,Y,F,BLAIR ATHOL
Labrador,N,M,BLAIR ATHOL
German Shepherd,N,M,KLEMZIG
Lhasa Apso X,Y,M,CLEARVIEW
Staffordshire Bull Terrier,Y,F,CLEARVIEW
German Shepherd X,Y,M,CLEARVIEW
German Shepherd X,N,F,WOODVILLE GARDENS
Doberman,Y,M,HAMPSTEAD GARDENS
Maltese X,Y,F,QUEENSTOWN
Jack Russell Terrier X,Y,M,QUEENSTOWN
American Staffordshire Bull Terrier X,Y,F,QUEENSTOWN
American Staffordshire Bull Terrier X,Y,F,QUEENSTOWN
Shih Tzu X,Y,M,QUEENSTOWN
Cavalier King Charles Spaniel,Y,M,QUEENSTOWN
Labrador,Y,M,QUEENSTOWN
Kelpie X,Y,F,QUEENSTOWN
Kelpie X,Y,M,QUEENSTOWN
Pomeranian X,N,F,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Maltese X,N,F,QUEENSTOWN
English Staffordshire Bull Terrier X,Y,F,QUEENSTOWN
Cocker Spaniel,Y,M,QUEENSTOWN
Chihuahua,Y,F,QUEENSTOWN
Maltese X,N,F,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Cavoodle,Y,M,QUEENSTOWN
Chihuahua,Y,F,QUEENSTOWN
Pomeranian X,Y,M,QUEENSTOWN
West Highland Terrier X,Y,F,QUEENSTOWN
Jack Russell Terrier,Y,M,QUEENSTOWN
Jack Russell Terrier,Y,M,QUEENSTOWN
Jack Russell Terrier,Y,M,QUEENSTOWN
Jack Russell Terrier,N,F,QUEENSTOWN
Chihuahua,Y,M,QUEENSTOWN
Jack Russell Terrier,Y,M,QUEENSTOWN
Pomeranian,Y,M,QUEENSTOWN
Poodle,N,F,QUEENSTOWN
Poodle X,Y,F,QUEENSTOWN
Maltese Terrier X,Y,F,QUEENSTOWN
Chihuahua X,Y,F,QUEENSTOWN
American Bulldog,Y,F,QUEENSTOWN
American Bulldog,Y,M,QUEENSTOWN
Staffordshire Bull Terrier,N,M,QUEENSTOWN
Staffordshire Bull Terrier X,Y,F,QUEENSTOWN
Golden Retriever,Y,M,QUEENSTOWN
Norwegian Elk Hound,Y,F,QUEENSTOWN
Maltese X,Y,F,QUEENSTOWN
Tenterfield Terrier,N,M,QUEENSTOWN
Chihuahua X,Y,M,QUEENSTOWN
Maltese Terrier,N,F,QUEENSTOWN
Fox Terrier - Miniature,Y,F,QUEENSTOWN
Chihuahua,Y,F,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Maltese X,Y,F,QUEENSTOWN
Silky Terrier,Y,F,QUEENSTOWN
Shih Tzu X,Y,M,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Jack Russell Terrier X,Y,F,QUEENSTOWN
Shih Tzu X,Y,M,QUEENSTOWN
Beagle X,Y,M,QUEENSTOWN
Whippet,Y,F,QUEENSTOWN
Mastiff X,Y,M,QUEENSTOWN
Cattle Dog,Y,M,QUEENSTOWN
Silky Terrier,Y,M,QUEENSTOWN
Labrador X,N,F,QUEENSTOWN
Chihuahua,Y,F,QUEENSTOWN
Cairn Terrier,Y,F,QUEENSTOWN
Lhasa Apso X,Y,M,QUEENSTOWN
Kelpie X,N,M,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Staffordshire Bull Terrier X,Y,F,QUEENSTOWN
Cavalier King Charles Spaniel,Y,F,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Labrador X,Y,F,QUEENSTOWN
Maltese X,N,F,QUEENSTOWN
Maltese X,N,M,QUEENSTOWN
Staffordshire Bull Terrier X,Y,M,QUEENSTOWN
Maltese X,N,M,QUEENSTOWN
Maltese X,N,F,QUEENSTOWN
Poodle X,Y,M,QUEENSTOWN
Kelpie X,N,M,QUEENSTOWN
Jack Russell Terrier,N,M,QUEENSTOWN
Staffordshire Bull Terrier,Y,F,QUEENSTOWN
Staffordshire Bull Terrier,Y,F,QUEENSTOWN
Doberman,Y,F,QUEENSTOWN
German Shepherd,N,M,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Staffordshire Bull Terrier,Y,F,QUEENSTOWN
Maltese X,N,M,QUEENSTOWN
Jack Russell Terrier,Y,M,QUEENSTOWN
Cavalier King Charles Spaniel,Y,M,QUEENSTOWN
Pugalier,Y,M,QUEENSTOWN
Pug,Y,F,QUEENSTOWN
Staffordshire Bull Terrier,Y,M,QUEENSTOWN
Maltese X,Y,F,QUEENSTOWN
Pug X,Y,M,QUEENSTOWN
Pugalier,Y,F,QUEENSTOWN
Maltese Terrier X,Y,F,QUEENSTOWN
Labradoodle,Y,M,QUEENSTOWN
English Staffordshire Bull Terrier,Y,M,QUEENSTOWN
Bull Terrier X,Y,F,QUEENSTOWN
Labrador,N,F,QUEENSTOWN
Labrador,Y,F,QUEENSTOWN
Staffordshire Bull Terrier X,Y,F,QUEENSTOWN
Springer Spaniel X,Y,F,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Rhodesian Ridgeback,Y,F,QUEENSTOWN
Pomeranian,N,F,QUEENSTOWN
English Staffordshire Bull Terrier,Y,F,QUEENSTOWN
American Staffordshire Bull Terrier,Y,F,QUEENSTOWN
Kelpie X,N,U,QUEENSTOWN
American Staffordshire Bull Terrier,Y,M,QUEENSTOWN
Labrador X,Y,F,QUEENSTOWN
Shih Tzu X,N,M,QUEENSTOWN
Rottweiler,N,F,QUEENSTOWN
Maltese Terrier X,Y,M,QUEENSTOWN
Maltese X,Y,F,QUEENSTOWN
Staffordshire Bull Terrier,N,M,QUEENSTOWN
Pug X,Y,M,QUEENSTOWN
Chihuahua X,Y,M,QUEENSTOWN
Dachshund,Y,F,QUEENSTOWN
Cross Breed,N,M,QUEENSTOWN
Weimaraner,N,F,QUEENSTOWN
Maremma Sheepdog,Y,F,QUEENSTOWN
Beagle X,Y,M,QUEENSTOWN
Bulldog,Y,F,QUEENSTOWN
Fox Terrier - Miniature,N,M,QUEENSTOWN
Fox Terrier - Miniature,Y,M,QUEENSTOWN
Rhodesian Ridgeback X,Y,M,QUEENSTOWN
Rottweiler X,N,M,QUEENSTOWN
American Staffordshire Bull Terrier,N,M,QUEENSTOWN
Poodle - Miniature,N,F,QUEENSTOWN
Border Collie X,Y,M,QUEENSTOWN
Great Dane,Y,M,QUEENSTOWN
Maltese X,Y,F,QUEENSTOWN
Border Collie X,Y,F,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Poodle - Toy,N,M,QUEENSTOWN
West Highland Terrier,Y,M,QUEENSTOWN
Siberian Husky,N,M,QUEENSTOWN
Border Collie,N,M,QUEENSTOWN
Poodle X,Y,M,QUEENSTOWN
Pugalier,N,U,QUEENSTOWN
Kelpie X,Y,M,QUEENSTOWN
Cavalier King Charles Spaniel X,Y,F,QUEENSTOWN
Maltese X,Y,F,QUEENSTOWN
German Shepherd,N,F,QUEENSTOWN
Doberman,Y,M,QUEENSTOWN
Maltese X,Y,F,QUEENSTOWN
Chihuahua,Y,F,QUEENSTOWN
Labrador,Y,F,QUEENSTOWN
Poodle - Toy,Y,F,QUEENSTOWN
Australian Terrier,Y,M,QUEENSTOWN
Silky Terrier,N,M,QUEENSTOWN
Border Collie X,Y,F,QUEENSTOWN
Border Collie X,Y,M,QUEENSTOWN
Finnish Lapphund,N,M,QUEENSTOWN
Staffordshire Bull Terrier X,Y,F,QUEENSTOWN
Doberman X,Y,F,QUEENSTOWN
Dalmation,N,M,QUEENSTOWN
Dalmation,N,F,QUEENSTOWN
Beagle,Y,M,QUEENSTOWN
Boxer,Y,M,QUEENSTOWN
Spoodle,Y,F,QUEENSTOWN
Maltese X,Y,F,QUEENSTOWN
Labrador X,Y,M,QUEENSTOWN
Chihuahua X,Y,F,QUEENSTOWN
Blue Heeler,N,F,QUEENSTOWN
Red Heeler,N,M,QUEENSTOWN
Husky X,Y,F,QUEENSTOWN
West Highland Terrier X,Y,M,QUEENSTOWN
Maltese X,Y,F,QUEENSTOWN
Border Collie,Y,M,QUEENSTOWN
Labrador X,N,F,QUEENSTOWN
Maltese,Y,M,QUEENSTOWN
Chihuahua X,N,M,QUEENSTOWN
Jack Russell Terrier,N,F,QUEENSTOWN
Maltese X,Y,M,QUEENSTOWN
Bull Mastiff X,Y,M,QUEENSTOWN
Maltese Terrier X,N,M,QUEENSTOWN
Papillion X,Y,F,QUEENSTOWN
Jack Russell Terrier X,Y,M,QUEENSTOWN
Jack Russell Terrier X,Y,F,QUEENSTOWN
Labrador X,Y,F,QUEENSTOWN
Tenterfield Terrier,Y,F,QUEENSTOWN
Jack Russell Terrier,Y,F,QUEENSTOWN
Labrador,Y,M,QUEENSTOWN
Staffordshire Bull Terrier X,N,M,QUEENSTOWN
Akita X,N,M,QUEENSTOWN
Terrier X,Y,F,QUEENSTOWN
Terrier X,Y,M,QUEENSTOWN
Pomeranian,N,F,QUEENSTOWN
Boxer X,Y,M,QUEENSTOWN
Retriever X,Y,F,QUEENSTOWN
Jack Russell Terrier,Y,M,QUEENSTOWN
Rhodesian Ridgeback X,N,F,QUEENSTOWN
Shih Tzu,N,F,QUEENSTOWN
Maltese X,Y,F,QUEENSTOWN
Terrier X,N,F,QUEENSTOWN
Chihuahua X,N,M,QUEENSTOWN
Maltese Terrier X,N,M,QUEENSTOWN
Shih Tzu X,Y,F,QUEENSTOWN
Staffordshire Bull Terrier,N,M,QUEENSTOWN
Heeler X,Y,M,QUEENSTOWN
Labrador,Y,M,QUEENSTOWN
Kelpie X,Y,F,QUEENSTOWN
Labrador,Y,F,QUEENSTOWN
German Shepherd X,Y,M,QUEENSTOWN
Poodle X,N,F,QUEENSTOWN
Tenterfield Terrier,Y,M,QUEENSTOWN
Tenterfield Terrier,Y,M,QUEENSTOWN
Bull Mastiff X,Y,U,QUEENSTOWN
Staffordshire Bull Terrier,Y,F,QUEENSTOWN
Kelpie X,Y,F,QUEENSTOWN
Border Collie,N,M,QUEENSTOWN
Staffordshire Bull Terrier,Y,F,QUEENSTOWN
Staffordshire Bull Terrier,Y,F,QUEENSTOWN
Greyhound,Y,F,QUEENSTOWN
Blue Heeler X,Y,F,QUEENSTOWN
Cavoodle,Y,F,QUEENSTOWN
Terrier X,N,F,QUEENSTOWN
Pomeranian X,Y,M,QUEENSTOWN
Maremma Sheepdog,Y,F,QUEENSTOWN
Alaskan Malamute,Y,M,QUEENSTOWN
Border Collie,Y,M,QUEENSTOWN
Borzoi,Y,F,QUEENSTOWN
Staffordshire Bull Terrier,N,M,QUEENSTOWN
Chihuahua,Y,F,QUEENSTOWN
Chihuahua X,Y,M,QUEENSTOWN
Bull Terrier,N,F,QUEENSTOWN
Labrador,N,M,QUEENSTOWN
Pugalier,Y,F,QUEENSTOWN
Pomeranian X,N,M,QUEENSTOWN
Terrier,Y,F,QUEENSTOWN
German Shepherd,Y,M,QUEENSTOWN
German Shepherd X,Y,M,QUEENSTOWN
Jack Russell Terrier,Y,M,PORT ADELAIDE
Staffordshire Bull Terrier,N,M,PORT ADELAIDE
Kelpie X,Y,M,PORT ADELAIDE
Cocker Spaniel,Y,M,PORT ADELAIDE
Welsh Springer Spaniel,Y,F,PORT ADELAIDE
American Staffordshire Bull Terrier X,Y,M,PORT ADELAIDE
Maltese X,Y,M,PORT ADELAIDE
Jack Russell Terrier,Y,M,PORT ADELAIDE
Jack Russell Terrier X,Y,M,PORT ADELAIDE
Poodle X,Y,F,PORT ADELAIDE
Maltese X,Y,U,PORT ADELAIDE
Cocker Spaniel,Y,M,PORT ADELAIDE
Cavalier King Charles Spaniel,Y,M,PORT ADELAIDE
Jack Russell Terrier X,Y,M,PORT ADELAIDE
Heeler X,Y,F,PORT ADELAIDE
Bull Mastiff X,Y,F,PORT ADELAIDE
Moodle,Y,F,PORT ADELAIDE
German Shepherd X,Y,F,PORT ADELAIDE
Jack Russell Terrier X,Y,F,PORT ADELAIDE
Lhasa Apso X,Y,F,PORT ADELAIDE
Siberian Husky,Y,F,PORT ADELAIDE
Kelpie X,Y,M,PORT ADELAIDE
Blue Heeler X,Y,F,PORT ADELAIDE
Border Collie,Y,F,PORT ADELAIDE
Chihuahua X,Y,F,PORT ADELAIDE
Chihuahua,Y,M,PORT ADELAIDE
American Staffordshire Bull Terrier,Y,F,PORT ADELAIDE
Mastiff X,Y,M,PORT ADELAIDE
German Shepherd,N,M,PORT ADELAIDE
Kelpie X,Y,M,PORT ADELAIDE
Rottweiler X,Y,F,PORT ADELAIDE
Border Collie X,Y,F,PORT ADELAIDE
Boxer,Y,M,PORT ADELAIDE
Fox Terrier - Miniature,Y,M,PORT ADELAIDE
Terrier X,Y,F,PORT ADELAIDE
Dachshund X,Y,F,PORT ADELAIDE
Staffordshire Bull Terrier X,Y,M,PORT ADELAIDE
Border Collie,N,M,PORT ADELAIDE
Border Collie,N,M,PORT ADELAIDE
Border Collie,Y,F,PORT ADELAIDE
Border Collie,Y,F,PORT ADELAIDE
Border Collie,Y,F,PORT ADELAIDE
Blue Heeler,N,M,PORT ADELAIDE
Beagle,Y,F,PORT ADELAIDE
Maltese Terrier X,Y,M,PORT ADELAIDE
Maltese Terrier,Y,M,PORT ADELAIDE
Maltese X,Y,M,PORT ADELAIDE
Maltese,N,F,PORT ADELAIDE
Cavoodle,Y,F,PORT ADELAIDE
Maltese,N,F,PORT ADELAIDE
Maltese,N,F,PORT ADELAIDE
English Staffordshire Bull Terrier,Y,F,PORT ADELAIDE
Labrador,N,F,PORT ADELAIDE
Siberian Husky,Y,F,PORT ADELAIDE
Labrador,Y,F,PORT ADELAIDE
Border Collie,Y,F,PORT ADELAIDE
Beagle,Y,M,PORT ADELAIDE
Boxer,Y,M,PORT ADELAIDE
Maltese X,Y,F,PORT ADELAIDE
Spoodle,Y,F,ALBERTON
Cavalier King Charles Spaniel,Y,M,ALBERTON
Poodle,Y,F,ALBERTON
Manchester Terrier,Y,F,ALBERTON
Manchester Terrier,Y,M,ALBERTON
Beagle,N,F,ALBERTON
Schnauzer - Miniature,Y,F,ALBERTON
Schnauzer - Miniature,Y,F,ALBERTON
Schnauzer - Miniature,N,M,ALBERTON
German Shepherd,Y,F,ALBERTON
Fox Terrier - Miniature,Y,F,ALBERTON
Rottweiler,Y,F,ALBERTON
Doberman,Y,M,ALBERTON
Staffordshire Bull Terrier X,N,M,ALBERTON
German Shepherd,Y,F,ALBERTON
Chihuahua X,Y,F,ALBERTON
Jack Russell Terrier X,Y,F,ALBERTON
Doberman,Y,M,ALBERTON
Beagle,Y,F,ALBERTON
Pyrenean Mountain Dog,Y,F,ALBERTON
Australian Shepherd,Y,M,ALBERTON
Labrador X,Y,F,ALBERTON
Bichon Frise X,Y,M,ALBERTON
Maltese X,Y,M,ALBERTON
Schnauzer - Miniature,Y,M,ALBERTON
Rottweiler X,N,F,ALBERTON
Fox Terrier,N,F,ALBERTON
German Shorthaired Pointer,Y,M,ALBERTON
Rottweiler X,N,F,ALBERTON
Rottweiler,N,F,ALBERTON
Shih Tzu X,Y,F,ALBERTON
Border Collie X,Y,F,ALBERTON
Chihuahua X,N,F,ALBERTON
Pomeranian X,Y,M,ALBERTON
Schnauzer X - Miniature,Y,F,ALBERTON
Schnauzer X,Y,M,ALBERTON
Poodle,Y,M,ALBERTON
Poodle - Standard,Y,F,ALBERTON
Terrier X,Y,F,ALBERTON
Chihuahua X,Y,F,ALBERTON
English Staffordshire Bull Terrier,Y,F,ALBERTON
Chihuahua,Y,M,ALBERTON
Chihuahua,Y,M,ALBERTON
Chihuahua,Y,F,ALBERTON
Chihuahua,Y,F,ALBERTON
Chihuahua,Y,M,ALBERTON
Chihuahua,Y,M,ALBERTON
Belgian Shepherd,Y,F,ALBERTON
German Shepherd,Y,F,ALBERTON
Belgian Sheepdog,Y,F,ALBERTON
Jack Russell Terrier,N,F,ALBERTON
Shih Tzu X,Y,M,ALBERTON
Maltese Terrier X,Y,F,ALBERTON
Labrador,N,F,ALBERTON
Labrador,Y,F,ALBERTON
Labrador,N,F,ALBERTON
Groodle,Y,M,ALBERTON
Kelpie X,Y,F,ALBERTON
Blue Heeler X,Y,M,ALBERTON
Labrador X,Y,M,ALBERTON
British Bulldog,Y,F,ALBERTON
Greyhound,Y,M,ALBERTON
Schnauzer - Miniature,Y,M,ALBERTON
Schnauzer - Miniature,Y,M,ALBERTON
Kelpie X,Y,F,ALBERTON
American Staffordshire Bull Terrier,Y,M,ALBERTON
Shih Tzu X,Y,M,ALBERTON
Pug X,Y,M,ALBERTON
Maltese X,Y,F,ALBERTON
Tenterfield Terrier,Y,M,ALBERTON
Australian Terrier,N,M,ALBERTON
Poodle,N,M,ALBERTON
Rottweiler,N,M,ALBERTON
Pomeranian,N,F,ALBERTON
German Shepherd X,N,M,ALBERTON
German Shepherd,Y,M,ALBERTON
Staffordshire Bull Terrier X,Y,F,ALBERTON
Beagle X,Y,M,ALBERTON
English Staffordshire Bull Terrier X,N,F,ALBERTON
Maltese X,N,M,ALBERTON
Tenterfield Terrier X,Y,F,ALBERTON
Jack Russell Terrier X,Y,F,ALBERTON
Maltese X,N,F,ALBERTON
American Staffordshire Bull Terrier,Y,F,ALBERTON
American Staffordshire Bull Terrier,N,M,ALBERTON
Chinese Crested,Y,M,ALBERTON
Golden Retriever,N,M,ALBERTON
Maltese X,Y,F,ALBERTON
Cross Breed,Y,F,ALBERTON
Bull Terrier,N,F,ALBERTON
Smithfield X,Y,F,ALBERTON
Staffordshire Bull Terrier X,Y,F,ALBERTON
Heeler X,Y,F,ALBERTON
Maltese X,Y,F,ALBERTON
Pug,Y,F,ALBERTON
Poodle X,Y,M,ALBERTON
Moodle,Y,M,ALBERTON
Maltese Terrier,Y,F,ALBERTON
Maltese X,Y,M,ALBERTON
Maltese X,Y,M,ALBERTON
Groodle,Y,F,ALBERTON
Shetland Sheepdog (Sheltie),Y,M,ALBERTON
Whippet X,N,M,ALBERTON
Labrador,N,F,ALBERTON
German Shepherd,Y,F,ALBERTON
Maltese X,N,F,ALBERTON
Maltese X,Y,F,ALBERTON
Golden Retriever,Y,F,ALBERTON
Fox Terrier X - Miniature,N,F,ALBERTON
Shih Tzu X,N,F,ALBERTON
Tibetan Spaniel,Y,F,ALBERTON
English Sheepdog,Y,M,ALBERTON
Golden Retriever X,Y,M,ALBERTON
Pomeranian X,N,F,ALBERTON
Maltese X,Y,F,ALBERTON
Moodle,Y,M,ALBERTON
Spoodle,Y,F,ALBERTON
Border Collie X,Y,M,ALBERTON
Border Collie X,Y,M,ALBERTON
Akita X,Y,M,ALBERTON
Jack Russell Terrier,N,M,ALBERTON
Labrador X,N,M,ALBERTON
Siberian Husky X,Y,F,ALBERTON
Terrier,Y,M,ALBERTON
Terrier,Y,M,ALBERTON
Lhasa Apso,N,F,ALBERTON
Chihuahua X,N,F,ALBERTON
Moodle,Y,F,ALBERTON
Moodle,Y,M,ALBERTON
Shar Pei,Y,F,ALBERTON
Maltese Terrier X,Y,F,ALBERTON
French Bulldog,N,M,ALBERTON
Cocker Spaniel,Y,M,ALBERTON
Staffordshire Bull Terrier X,Y,F,ALBERTON
Siberian Husky X,Y,F,ALBERTON
Hungarian Viszla,Y,F,ALBERTON
Airedale Terrier,Y,F,ALBERTON
Jack Russell Terrier X,Y,F,ALBERTON
Maltese Terrier X,Y,M,ALBERTON
British Bulldog,N,F,ALBERTON
Pomeranian X,Y,F,ALBERTON
Jack Russell Terrier X,Y,M,ALBERTON
Labrador,Y,F,ALBERTON
Labrador,Y,M,ALBERTON
Staffordshire Bull Terrier,Y,F,ALBERTON
Border Collie X,Y,M,ALBERTON
Greyhound,N,M,ALBERTON
Greyhound,N,F,ALBERTON
Greyhound,N,F,ALBERTON
Greyhound,N,M,ALBERTON
Groodle,Y,F,ALBERTON
Yorkshire Terrier,Y,F,ALBERTON
West Highland Terrier,Y,F,ALBERTON
Cavalier King Charles Spaniel,Y,M,ALBERTON
Kelpie,N,M,ALBERTON
Maltese Terrier X,Y,F,ALBERTON
Maltese X,Y,M,ALBERTON
Staffordshire Bull Terrier X,N,M,ALBERTON
Kelpie X,N,M,ALBERTON
Jack Russell Terrier X,N,M,ALBERTON
Labrador,Y,F,ALBERTON
Greyhound,N,M,ALBERTON
Staffordshire Bull Terrier,Y,M,ALBERTON
Maltese X,N,M,ALBERTON
Jack Russell Terrier,Y,F,ALBERTON
Maltese X,Y,F,ALBERTON
Pug X,Y,M,ALBERTON
Silky Terrier X,Y,F,ALBERTON
Shih Tzu X,N,F,ALBERTON
Golden Retriever,Y,F,ALBERTON
Dachshund,Y,F,ALBERTON
Dachshund,Y,F,ALBERTON
Dalmation,N,F,ALBERTON
Staffordshire Bull Terrier,N,M,ALBERTON
Maltese,Y,M,ALBERTON
Maltese,Y,F,ALBERTON
Cavalier King Charles Spaniel X,Y,M,ALBERTON
Fox Terrier X,Y,F,ALBERTON
Cavalier King Charles Spaniel,Y,M,ALBERTON
Rhodesian Ridgeback,N,M,ALBERTON
Maltese X,Y,F,ALBERTON
Cocker Spaniel X,Y,M,ALBERTON
Staffordshire Bull Terrier,Y,M,ALBERTON
Cocker Spaniel X,Y,F,ALBERTON
Beagle X,Y,M,ALBERTON
Kelpie X,Y,M,ALBERTON
Border Collie X,Y,F,ALBERTON
Blue Heeler,Y,F,ALBERTON
French Bulldog,Y,F,ALBERTON
Greyhound,Y,F,ALBERTON
Jack Russell Terrier,Y,M,ALBERTON
Beagle X,Y,F,ALBERTON
West Highland Terrier,Y,F,ALBERTON
Heeler X,Y,F,ALBERTON
Staffordshire Bull Terrier X,Y,F,ALBERTON
Maltese X,Y,F,ALBERTON
Jack Russell Terrier,N,M,ALBERTON
Greyhound,Y,F,ALBERTON
Labrador,Y,F,ALBERTON
Corgi,Y,F,ALBERTON
Shih Tzu X,Y,M,ALBERTON
Kelpie X,Y,M,ALBERTON
Cavoodle,N,F,ALBERTON
Moodle,Y,M,ALBERTON
Maltese X,Y,F,ALBERTON
Border Collie,Y,F,ALBERTON
Staffordshire Bull Terrier,Y,M,ALBERTON
West Highland Terrier,Y,M,ALBERTON
Jack Russell Terrier,Y,F,ALBERTON
German Shepherd X,Y,M,ALBERTON
Staffordshire Bull Terrier,Y,M,ALBERTON
Kelpie,N,M,ALBERTON
Kelpie,Y,F,ALBERTON
Cairn Terrier,Y,M,ALBERTON
Maltese X,Y,F,ALBERTON
German Shepherd,Y,F,ALBERTON
Border Collie,N,M,ALBERTON
Pomeranian X,N,F,ALBERTON
Maltese X,Y,F,ALBERTON
Jack Russell Terrier,N,M,ALBERTON
Staffordshire Bull Terrier X,Y,F,ALBERTON
Jack Russell Terrier X,Y,F,ALBERTON
Labrador X,Y,F,ALBERTON
Beagle,Y,M,ALBERTON
Beagle,Y,M,ALBERTON
Maltese Terrier X,Y,M,ALBERTON
Fox Terrier - Miniature,Y,F,ALBERTON
Fox Terrier - Miniature,Y,F,ALBERTON
Silky Terrier,Y,F,ALBERTON
Fox Terrier,Y,F,ALBERTON
Beagle,N,F,ALBERTON
Kelpie X,Y,F,ALBERTON
German Shepherd,Y,M,ALBERTON
Jack Russell Terrier X,Y,M,ALBERTON
Bull Mastiff,Y,F,ALBERTON
Boxer,Y,F,ALBERTON
Poodle - Miniature,Y,M,ALBERTON
Labrador,Y,M,ALBERTON
Silky Terrier X,Y,M,ALBERTON
Labrador,Y,M,ALBERTON
Bull Mastiff X,N,M,ALBERTON
Fox Terrier - Miniature,Y,F,ALBERTON
Staffordshire Bull Terrier,Y,F,ALBERTON
Silky Terrier X,Y,M,ALBERTON
Maltese Terrier X,Y,M,ALBERTON
Terrier X,Y,M,ALBERTON
Jack Russell Terrier,Y,F,ALBERTON
Maltese X,Y,M,ALBERTON
Retriever,Y,F,ALBERTON
Blue Heeler X,Y,F,ALBERTON
Border Collie,Y,M,ALBERTON
Red Heeler,Y,F,ALBERTON
Cairn Terrier,Y,M,ALBERTON
Labrador,Y,M,ALBERTON
Papillion X,Y,M,ALBERTON
Cavalier King Charles Spaniel,Y,M,ALBERTON
Cavalier King Charles Spaniel,Y,F,ALBERTON
Poodle,Y,F,ALBERTON
Cavalier King Charles Spaniel X,Y,F,ALBERTON
Maltese X,N,M,ALBERTON
Cross Breed,N,M,ALBERTON
Rottweiler,N,F,ALBERTON
Jack Russell Terrier,Y,M,ALBERTON
Jack Russell Terrier,Y,F,ALBERTON
Labrador,N,F,ALBERTON
Boxer X,Y,M,ALBERTON
American Staffordshire Bull Terrier X,N,M,ALBERTON
Golden Retriever X,Y,M,ALBERTON
Dachshund,N,F,ALBERTON
Rottweiler,Y,M,ALBERTON
Schnauzer,N,F,ALBERTON
Red Heeler X,Y,F,ALBERTON
Maltese X,Y,F,ALBERTON
Maltese X,Y,M,ALBERTON
Kelpie,Y,F,ALBERTON
Border Collie,Y,F,ALBERTON
Jack Russell Terrier X,Y,M,ALBERTON
Jack Russell Terrier X,Y,M,ALBERTON
Schnauzer - Miniature,Y,F,ROSEWATER
Chinese Crested,Y,F,ROSEWATER
Poodle X,Y,M,ROSEWATER
Border Collie X,Y,F,ROSEWATER
Golden Retriever,Y,F,ROSEWATER
Shih Tzu,Y,M,ROSEWATER
Kelpie,Y,F,ROSEWATER
German Shepherd X,N,M,ROSEWATER
Cavalier King Charles Spaniel X,Y,M,ROSEWATER
Blue Heeler X,Y,F,ROSEWATER
Jack Russell Terrier,Y,M,ROSEWATER
Labrador X,N,F,ROSEWATER
Jack Russell Terrier X,N,M,ROSEWATER
Cavalier King Charles Spaniel,Y,F,ROSEWATER
Jack Russell Terrier,Y,F,ROSEWATER
Dalmation,Y,F,ROSEWATER
Schnauzer X - Miniature,Y,M,ROSEWATER
Sheepdog X,Y,M,ROSEWATER
Jack Russell Terrier X,N,M,ROSEWATER
Bull Terrier X,Y,F,ROSEWATER
Maltese X,Y,F,ROSEWATER
Bull Mastiff X,N,M,ROSEWATER
Rottweiler,Y,F,ROSEWATER
Labrador,N,F,ROSEWATER
Husky,Y,F,ROSEWATER
Shar Pei,N,M,ROSEWATER
Maltese Terrier X,Y,M,ROSEWATER
German Shepherd - Long Haired,N,M,ROSEWATER
German Shorthaired Pointer,N,F,ROSEWATER
German Shorthaired Pointer,N,F,ROSEWATER
Staffordshire Bull Terrier,N,M,ROSEWATER
Fox Terrier X,N,M,ROSEWATER
Labrador,Y,F,ROSEWATER
Rhodesian Ridgeback,Y,M,ROSEWATER
Maltese X,Y,F,ROSEWATER
Keeshond,Y,M,ROSEWATER
Maltese X,Y,F,ROSEWATER
Cavoodle,Y,M,ROSEWATER
Heeler X,Y,F,ROSEWATER
Red Heeler X,Y,F,ROSEWATER
Greyhound,Y,M,ROSEWATER
Border Collie X,Y,F,ROSEWATER
Maltese X,Y,M,ROSEWATER
